,subject,session,task,run,space,directory,fullpath,edgefrac,hfc,gmp
51,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3021671817129168,0.2807017543859649,0.41265822784810124
52,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.30436509458478744,0.19649122807017547,0.6261682242990654
53,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3387097869542353,0.4421052631578948,0.1836734693877551
54,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.31080368925579915,0.568421052631579,0.3973821989528796
55,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3428618229335651,0.6736842105263159,0.3338509316770186
56,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.31453655052006274,0.19649122807017547,0.5231646471846044
57,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.2950449490807285,0.2947368421052632,0.1931931931931932
58,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3142291294946938,0.30175438596491233,0.39646799116997794
59,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3939149217558573,0.02105263157894737,0.5099836333878887
60,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.27187073132535583,0.09824561403508773,0.6267015706806283
