,subject,session,task,run,space,directory,fullpath,edgefrac,hfc
63,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.15655074456824444,0.29411764705882354
64,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.1423559380969665,0.3970588235294118
65,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.22011061199859502,0.029411764705882353
66,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.1927733219078746,0.5735294117647058
67,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.15991307892980136,0.3235294117647059
68,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.1639485642237503,0.29411764705882354
69,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.1905961409315757,0.6764705882352942
70,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.18760188385357887,0.3382352941176471
71,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.19234626121433832,0.6029411764705883
72,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.17977774782351652,0.35294117647058826
73,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.16602752859094722,0.27941176470588236
74,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.18379786552342436,0.38235294117647056
75,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.18534854459244757,0.38235294117647056
76,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.17046878191529077,0.2647058823529412
77,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.1728796864177089,0.36764705882352944
78,01,,SESS01,,MNI152NLin2009cAsym,sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-MNI152NLin2009cAsym_melodic,0.18304899549422504,0.2058823529411765
79,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.38783343322157743,0.38235294117647056
80,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3852863845577105,0.3970588235294118
81,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.4207702325102103,0.2647058823529412
82,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3998362782673403,0.36764705882352944
83,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.404221958354191,0.38235294117647056
84,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.4086943137525521,0.3382352941176471
85,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.36997960295468707,0.3970588235294118
86,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.40718666940033144,0.411764705882353
87,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3894285878236166,0.6029411764705883
88,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3500538441093609,0.16176470588235295
89,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3706182285590769,0.07352941176470588
90,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.33879802120022334,0.22058823529411767
91,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3713052304411174,0.6029411764705883
92,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3484230927871519,0.35294117647058826
93,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3389282679664482,0.23529411764705882
94,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.37391795000667377,0.10294117647058824
95,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3151234545414624,0.22058823529411767
96,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3537483568530087,0.25
97,01,,SESS01,,T1w,sub-01_task-SESS01_space-T1w_melodic,/LOCAL/jzerbe/auditory_vs_visual/ds003717/derivatives/melodic/sub-01/sub-01_task-SESS01_space-T1w_melodic,0.3282526210640059,0.2647058823529412
