,subject,session,run,task,space,directory,fullpath,edgefrac,hfc
49,01,,,1back,MNI152NLin6Asym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,0.35913878847554864,0.2807017543859649
50,01,,,1back,MNI152NLin6Asym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,0.32307051405291726,0.5052631578947369
51,01,,,1back,MNI152NLin6Asym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,0.32797137727957265,0.4421052631578948
52,01,,,1back,MNI152NLin6Asym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,0.3121701189288048,0.1824561403508772
53,01,,,1back,MNI152NLin6Asym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,0.30697112484117955,0.18947368421052632
54,01,,,1back,MNI152NLin6Asym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,0.34539810786641295,0.3298245614035088
55,01,,,1back,MNI152NLin6Asym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,0.344526703170447,0.4
56,01,,,1back,MNI152NLin6Asym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin6Asym_melodic,0.28608951914723146,0.30175438596491233
57,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.40138881030654405,0.014035087719298246
58,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.27192534181254646,0.09824561403508773
59,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.39224697076765336,0.1543859649122807
60,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3596858239893521,0.5473684210526316
61,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.27794156211078785,0.056140350877192984
62,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.2889449212471345,0.49824561403508777
63,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.29725640857191266,0.4771929824561404
64,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.335112542030233,0.12631578947368421
65,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.3797627749657028,0.08421052631578949
66,01,,,1back,MNI152NLin2009cAsym,sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_ses-None_task-1back_run-None_space-MNI152NLin2009cAsym_melodic,0.359891086576692,0.4771929824561404
