,subject,session,task,run,space,directory,fullpath,edgefrac,hfc,gmp,pss
21,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3950066784550021,0.6175438596491228,0.3652024117140396,0.2717417506656077
22,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3672423115936636,0.1473684210526316,0.4908695652173913,0.7168333075217412
23,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3631307900442025,0.45614035087719296,0.27915518824609736,0.32354560589962644
24,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3051735081992532,0.16140350877192983,0.5943847072879331,0.7456550554561651
25,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3087318534449635,0.16140350877192983,0.5758308157099697,0.7550989496378173
26,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3766361453548947,0.6175438596491228,0.3073286052009456,0.3590506334356963
27,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.338043854248497,0.47017543859649125,0.31622746185852985,0.3144260204266319
28,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3747392275861649,0.45614035087719296,0.45516304347826086,0.3671145713352921
29,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3689659105876895,0.6385964912280703,0.34647201946472017,0.3924578596053937
30,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3545522390231929,0.10526315789473684,0.45243619489559167,0.7877051258076192
31,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.38352969257171393,0.8210526315789475,0.40105342362678703,0.24378541928962516
32,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.2930559812347192,0.12631578947368421,0.6339787632729544,0.8506967232387492
33,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.38042133650843085,0.09824561403508773,0.4263456090651558,0.5629758688274347
34,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.30060849368431797,0.1192982456140351,0.5445873081708834,0.8188962815232537
35,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3622940793762586,0.2807017543859649,0.44552602021714716,0.509510470277876
36,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3220528057852841,0.45614035087719296,0.4102141680395387,0.3184621936911832
37,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.27100197364477846,0.18947368421052632,0.6396574440052701,0.7954145984286138
38,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.2921413997186425,0.09824561403508773,0.6235083532219571,0.8613843897946265
39,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3336428580984195,0.6105263157894737,0.43792964011322283,0.31173653793941664
40,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.34968962808370935,0.4771929824561404,0.43014996053670085,0.4008817820999394
41,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.2857402274919195,0.11228070175438597,0.5590994371482176,0.8483570204299496
42,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3406929228306999,0.37192982456140355,0.5428380187416332,0.482090839095331
43,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.32005471992460727,0.34385964912280703,0.5024390243902439,0.48798566656424125
44,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3452434750638924,0.014035087719298246,0.4565371024734982,0.8574471034134953
45,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.30546331661856463,0.16140350877192983,0.5679333680374805,0.8104865029286655
46,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3203764322803805,0.43508771929824563,0.5081621906266456,0.4029707212291165
47,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.31239267227383993,0.1754385964912281,0.5720489538097118,0.6847199013660825
48,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.35499040635641593,0.624561403508772,0.23260437375745527,0.28626801997940327
49,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3279676757499144,0.5473684210526316,0.40828402366863903,0.27779958362255797
50,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.31486564323867394,0.5473684210526316,0.41516709511568123,0.3142367867067728
51,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3021671817129168,0.2807017543859649,0.41265822784810124,0.5648026618793764
52,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.30436509458478744,0.19649122807017547,0.6261682242990654,0.6318502834046575
53,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3387097869542353,0.4421052631578948,0.1836734693877551,0.4071208504766505
54,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.31080368925579915,0.568421052631579,0.3973821989528796,0.3266220746554217
55,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3428618229335651,0.6736842105263159,0.3338509316770186,0.32127274472315454
56,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.31453655052006274,0.19649122807017547,0.5231646471846044,0.6027838972131367
57,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.2950449490807285,0.2947368421052632,0.1931931931931932,0.6463035940154673
58,01,,1back,,MNI152NLin6Asym,sub-01_task-1back_space-MNI152NLin6Asym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin6Asym_melodic,0.3142291294946938,0.30175438596491233,0.39646799116997794,0.5674085760593964
59,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3939149217558573,0.02105263157894737,0.5099836333878887,0.821759653917655
60,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.27187073132535583,0.09824561403508773,0.6267015706806283,0.9158171101321193
61,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3612394335648394,0.5473684210526316,0.2549019607843137,0.13903360051716168
62,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.37387354773276904,0.18947368421052632,0.3563448868519049,0.6930287211164962
63,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.27742649564337835,0.056140350877192984,0.6233140655105973,0.9372653622985089
64,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.322783262640543,0.1192982456140351,0.54535666218035,0.8890989882829627
65,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3536823301663679,0.45614035087719296,0.39449169704333736,0.24539014588335353
66,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.2893500797996069,0.5263157894736842,0.5580182529335072,0.16039609324293122
67,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3776758732025898,0.3508771929824562,0.4520422212023864,0.47572195385242194
68,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.2999162244164595,0.47017543859649125,0.3707627118644068,0.27227007684760685
69,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3630498053832591,0.03508771929824561,0.512,0.7387776790911826
70,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.29100083684197514,0.16842105263157897,0.5700497221409769,0.7588987454505544
71,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3690580035715315,0.5403508771929825,0.520794537554314,0.3764205851708043
72,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.39097286152883975,0.25263157894736843,0.4670072371221797,0.5430616225850926
73,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3046383753982644,0.5263157894736842,0.5609487038058467,0.25823922684185957
74,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.37350291712457034,0.6385964912280703,0.5070901871809416,0.3461996503959612
75,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3552444396772005,0.46315789473684216,0.2606679035250464,0.2905295507270775
76,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.42595737133744277,0.6456140350877193,0.27,0.27112271700191753
77,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3541000175408024,0.14035087719298245,0.5178936605316974,0.8247102865186228
78,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.35155604270863544,0.1473684210526316,0.46158256880733944,0.7652922896695663
79,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.2967472870286876,0.1192982456140351,0.6342986939239069,0.8704188339986922
80,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.30781485198700664,0.16842105263157897,0.5675355450236966,0.7539300270425139
81,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3515800230641094,0.1473684210526316,0.3792250618301731,0.5868355235987675
82,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.36919392115000693,0.6526315789473685,0.40924956369982546,0.3234477834047429
83,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.38920252044797093,0.6456140350877193,0.396928051738076,0.256097234550841
84,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.33975831983277327,0.02105263157894737,0.4749628160634606,0.8685261091799119
85,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.37183376708475174,0.5964912280701755,0.31459854014598543,0.3511469155519946
86,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.33218282122594733,0.44912280701754387,0.3870967741935484,0.3521101013876024
87,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.3457999061619217,0.1543859649122807,0.5123419626730885,0.6747621717318512
88,01,,1back,,MNI152NLin2009cAsym,sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,/LOCAL/jzerbe/faces_vs_houses/ds002938/derivatives/melodic/sub-01/sub-01_task-1back_space-MNI152NLin2009cAsym_melodic,0.2874578632637775,0.12631578947368421,0.6274509803921569,0.8468177232258193
